id,age,income,home_ownership,emplyment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,max_allowed_loan
42622,28.0,80000,3,13,1,18000,13.92,0.23,1,5,93962
46912,28.0,80000,0,5,1,18000,13.49,0.23,0,5,93962
49338,28.0,80000,0,5,5,18000,7.9,0.23,0,5,93962
30335,30.0,72000,0,14,1,14000,11.89,0.19,0,9,93965
5784,24.0,95000,0,5,1,20000,11.89,0.21,0,2,93966
31135,24.0,95000,3,4,5,20000,11.11,0.21,0,3,93966
46329,24.0,95000,3,1,0,20000,13.16,0.21,1,3,93966
52067,24.0,95000,3,5,5,20000,14.61,0.21,1,2,93966
52458,24.0,95000,0,3,0,20000,13.06,0.21,1,3,93966
18597,23.0,100000,0,1,3,21000,12.73,0.21,1,3,93967
44326,23.0,100000,0,7,1,21000,11.36,0.21,0,2,93967
38686,27.0,80000,0,11,1,14000,6.91,0.17,0,10,93968
51580,27.0,80000,0,3,4,14000,17.74,0.17,0,9,93968
2234,32.0,65000,0,7,3,10000,7.49,0.15,0,6,93968
38322,32.0,65000,0,11,3,10000,7.88,0.15,0,5,93968
52472,32.0,65000,0,3,3,10000,7.29,0.15,0,5,93968
52897,32.0,65000,0,3,5,10000,15.33,0.15,1,10,93968
52718,24.0,95004,0,8,0,20000,10.75,0.21,0,2,93971
44174,25.0,79992,0,9,0,6000,6.03,0.08,0,4,93971
26747,22.0,100000,0,5,5,16000,15.62,0.16,0,2,93972
5700,24.0,90000,0,0,5,14000,7.14,0.16,0,4,93972
16964,24.0,90000,3,2,1,14000,9.99,0.16,0,3,93972
24323,24.0,90000,3,8,0,14000,11.49,0.16,0,4,93972
37442,24.0,90000,3,4,1,14000,10.99,0.16,0,2,93972
38457,24.0,90000,0,4,5,14000,6.92,0.16,0,3,93972
47570,24.0,90000,3,5,4,14000,13.06,0.15,1,4,93972
47754,24.0,90000,0,8,4,14000,6.17,0.16,0,4,93972
6275,26.0,80000,0,10,5,10000,6.17,0.13,0,3,93974
12028,26.0,80000,3,10,5,10000,10.65,0.13,0,4,93974
14401,26.0,80000,0,10,5,10000,8.94,0.13,0,3,93974
14706,26.0,80000,0,10,5,10000,7.9,0.13,0,2,93974
15329,26.0,80000,0,3,4,10000,12.73,0.13,0,3,93974
18236,26.0,80000,0,0,2,10000,9.99,0.13,0,4,93974
18706,26.0,80000,0,10,3,10000,7.88,0.13,0,3,93974
23014,26.0,80000,0,2,3,10000,9.63,0.13,0,2,93974
35621,26.0,80000,3,7,1,10000,12.84,0.13,1,2,93974
39049,26.0,80000,0,0,1,10000,11.26,0.13,0,4,93974
28492,29.0,70000,0,13,0,7500,7.88,0.11,0,8,93975
57943,29.0,70000,0,5,5,7500,7.51,0.11,0,9,93975
14121,33.0,60000,0,4,3,5000,7.14,0.08,0,9,93977
27417,33.0,60000,3,1,4,5000,9.91,0.08,0,7,93977
15496,25.0,81600,3,2,0,8000,11.36,0.1,0,4,93978
606,24.0,85000,0,0,5,8000,5.99,0.1,0,4,93979
2571,24.0,85000,0,0,4,8000,7.14,0.09,0,4,93979
10425,24.0,85000,3,0,4,8000,12.18,0.09,0,3,93979
19736,24.0,85000,3,2,5,8000,10.38,0.09,0,2,93979
23514,24.0,85000,0,8,2,8000,7.14,0.09,0,3,93979
28052,24.0,85000,0,5,5,8000,10.0,0.09,0,2,93979
41642,24.0,85000,0,4,5,8000,10.75,0.09,0,2,93979
946,30.0,66000,3,4,4,5000,6.62,0.08,0,5,93979
5992,25.0,80000,0,9,1,6000,12.69,0.07,0,4,93981
6314,25.0,80000,0,7,2,6000,7.14,0.07,0,3,93981
9309,25.0,80000,0,8,0,6000,6.76,0.07,0,2,93981
14048,25.0,80000,2,9,3,6000,13.8,0.07,1,3,93981
19008,25.0,80000,0,0,1,6000,12.69,0.07,0,2,93981
19716,25.0,80000,3,5,2,6000,16.45,0.07,1,2,93981
21565,25.0,80000,0,9,3,6000,7.4,0.07,0,4,93981
44814,25.0,80000,0,9,0,6000,12.87,0.07,0,2,93981
45500,25.0,80000,0,9,1,6000,13.06,0.07,1,2,93981
49760,25.0,80000,0,5,4,6000,7.49,0.07,0,4,93981
51627,25.0,80000,3,9,3,6000,11.78,0.07,1,3,93981
52421,25.0,80000,0,3,5,6000,14.09,0.07,0,3,93981
55487,25.0,80000,3,3,5,6000,6.99,0.07,0,4,93981
57336,25.0,80000,3,6,1,6000,5.99,0.07,0,4,93981
4242,28.0,70000,3,0,4,4000,11.36,0.06,0,6,93982
5052,28.0,70000,3,0,0,4000,13.11,0.06,1,6,93982
18864,28.0,70000,0,0,2,4000,12.53,0.06,1,6,93982
27887,28.0,70000,0,1,1,4000,7.49,0.06,0,10,93982
50993,28.0,70000,3,3,5,4000,7.74,0.06,0,8,93982
20564,24.0,82500,3,0,1,5000,6.76,0.06,0,2,93983
9787,22.0,90000,0,6,0,5000,5.42,0.05,0,2,93984
12790,22.0,90000,0,2,3,5000,11.36,0.05,0,4,93984
16634,22.0,90000,3,5,5,5000,11.49,0.06,0,4,93984
43093,22.0,90000,0,6,1,5000,14.79,0.06,0,4,93984
56359,22.0,90000,0,5,3,5000,12.84,0.06,1,3,93984
57277,22.0,90000,0,6,1,5000,13.98,0.06,0,2,93984
49510,32.0,60000,0,16,2,2000,7.88,0.03,0,9,93986
21857,38.0,50000,3,3,2,1000,8.59,0.02,0,17,93988
8478,24.0,80000,3,4,0,2000,11.49,0.03,0,2,93989
58467,24.0,80000,3,8,1,2000,16.0,0.03,0,2,93989
21966,45.0,60000,0,5,2,14000,9.88,0.23,0,12,93989
9173,50.0,50000,3,1,2,6000,13.49,0.12,0,15,93991
8453,55.0,60000,0,3,4,5000,7.14,0.08,0,27,93997
8471,33.0,58800,3,1,3,3000,7.88,0.05,0,5,94002
41772,33.0,58800,3,4,3,3000,10.99,0.05,0,8,94002
33670,33.0,65000,0,6,4,13200,6.03,0.2,0,7,94012
28005,27.0,75000,0,8,4,7200,12.53,0.1,1,9,94027
47160,27.0,75000,3,3,3,7200,8.9,0.1,0,6,94027
40392,29.0,69000,0,13,4,6000,7.9,0.09,0,9,94028
38009,41.0,61000,0,14,0,6000,7.66,0.1,0,15,94033
13239,27.0,80796,3,0,2,15000,13.11,0.17,1,5,94042
22894,24.0,82560,2,9,3,5000,9.91,0.06,0,4,94055
53030,31.0,70000,3,4,0,14400,9.91,0.2,0,9,94063
26900,34.0,60353,3,13,1,8500,11.36,0.14,0,7,94069
13666,47.0,56000,0,5,4,11200,15.31,0.21,0,17,94070
30177,26.0,77000,0,1,4,6000,5.42,0.08,0,3,94080
18018,28.0,69000,3,11,5,2500,15.96,0.04,0,5,94086
35131,26.0,73164,0,6,3,1000,12.84,0.01,1,4,94105
37131,26.0,84000,0,5,4,15000,11.71,0.18,0,3,94168
39523,26.0,84000,0,8,0,15000,6.03,0.18,0,2,94168
25755,22.0,102000,0,2,1,18000,8.49,0.18,0,4,94170
20284,24.0,91000,0,8,3,15000,7.88,0.16,0,3,94171
33246,24.0,91000,3,8,2,15000,14.65,0.16,0,4,94171
35338,24.0,91000,0,8,3,15000,8.9,0.16,0,3,94171
39291,41.0,68100,3,5,0,17500,14.26,0.26,1,12,94174
25376,36.0,55000,0,3,2,4800,7.14,0.09,0,11,94175
20882,32.0,62000,0,3,5,5000,5.79,0.08,0,10,94177
38223,33.0,60000,3,4,2,4800,10.99,0.08,0,9,94177
54167,30.0,65000,0,14,4,3300,12.69,0.05,0,7,94183
18235,30.0,64800,3,3,5,3000,13.98,0.05,0,5,94184
11867,22.0,90000,0,6,1,4800,7.51,0.05,0,4,94185
27652,27.0,72000,1,3,2,3000,7.9,0.04,0,10,94185
39877,27.0,72000,0,11,5,3000,15.58,0.04,1,5,94185
33657,42.0,65000,0,4,5,15000,7.51,0.23,0,13,94190
46030,42.0,65000,3,16,0,15000,13.47,0.23,1,13,94190
17219,43.0,60000,0,22,2,9000,15.62,0.15,1,14,94191
46506,37.0,57424,3,1,4,12000,6.91,0.18,0,17,94194
18332,28.0,80171,0,9,2,18000,13.23,0.22,1,6,94202
58120,35.0,56472,3,8,0,4600,12.42,0.08,0,8,94202
46799,33.0,65000,3,4,0,13000,11.71,0.2,0,7,94212
6518,23.0,95000,3,2,1,15000,6.62,0.16,0,4,94222
12926,23.0,95000,3,2,5,15000,9.88,0.16,0,4,94222
20397,23.0,95000,0,7,1,15000,10.36,0.16,0,3,94222
20608,23.0,95000,0,4,0,15000,10.65,0.16,0,4,94222
26078,23.0,95000,0,5,4,15000,14.42,0.16,0,3,94222
39068,23.0,95000,0,7,4,15000,11.11,0.16,0,4,94222
46445,23.0,95000,0,4,5,15000,8.94,0.16,0,3,94222
22802,25.0,85000,0,5,4,12000,14.79,0.14,1,2,94223
29592,25.0,85000,0,9,4,12000,9.63,0.14,0,2,94223
34315,25.0,85000,3,8,5,12000,10.65,0.14,0,3,94223
35093,25.0,85000,0,1,4,12000,6.91,0.14,0,3,94223
36485,25.0,85000,3,9,4,12000,10.65,0.14,0,3,94223
36697,25.0,85000,2,7,3,12000,6.62,0.14,0,3,94223
37368,25.0,85000,0,9,1,12000,7.88,0.14,0,2,94223
49022,25.0,85000,3,2,3,12000,13.23,0.14,1,4,94223
54946,25.0,83400,0,2,1,10000,13.11,0.12,0,2,94225
12791,27.0,75000,0,11,2,7000,7.9,0.09,0,5,94227
20604,27.0,75000,3,7,2,7000,11.26,0.09,0,6,94227
41726,27.0,75000,3,11,4,7000,15.21,0.09,0,5,94227
43639,27.0,75000,3,11,3,7000,10.65,0.09,0,7,94227
55642,27.0,75000,0,0,5,7000,9.45,0.09,0,7,94227
8767,24.0,85000,0,4,0,7750,7.51,0.09,0,2,94229
11254,23.0,84996,3,7,1,3500,7.88,0.04,0,2,94232
44109,23.0,84996,0,7,5,3500,8.59,0.04,0,4,94232
37462,23.0,85000,3,5,1,3500,7.9,0.04,0,2,94236
11307,23.0,95892,0,5,0,16000,11.58,0.17,0,4,94247
6135,25.0,79416,0,3,2,5000,11.86,0.07,0,3,94252
24970,38.0,55000,3,3,1,10200,16.89,0.18,1,11,94262
30533,27.0,78000,3,6,5,11000,10.99,0.14,0,6,94272
48369,28.0,72000,3,6,3,6500,7.9,0.09,0,5,94277
39484,22.0,90000,0,6,0,4700,5.42,0.05,0,4,94285
47417,26.0,86400,0,5,5,18000,7.29,0.21,0,2,94285
7668,29.0,75000,3,1,4,14400,11.83,0.19,0,7,94315
21353,29.0,75000,3,3,0,14400,13.49,0.19,1,7,94315
35640,29.0,75000,3,2,0,14400,10.74,0.19,0,7,94315
53408,29.0,75000,3,0,5,14400,10.74,0.19,0,9,94315
26125,43.0,56000,3,41,2,2000,10.99,0.04,0,14,94315
20022,30.0,74237,0,5,2,17000,7.88,0.23,0,6,94316
18621,29.0,67000,0,13,1,2800,9.99,0.04,0,7,94335
45944,29.0,67000,2,11,5,2800,16.02,0.04,0,8,94335
2946,23.0,92500,3,2,1,12000,13.49,0.13,1,2,94350
33996,23.0,92500,3,2,0,12000,7.66,0.13,0,2,94350
37681,23.0,92500,3,3,0,12000,7.66,0.13,0,2,94350
47030,25.0,83500,0,9,2,10000,7.29,0.12,0,3,94350
35361,22.0,88512,0,6,1,3000,7.88,0.03,0,4,94351
16200,30.0,80000,0,9,5,25600,11.99,0.31,0,10,94352
36812,46.0,54000,0,19,5,5000,7.49,0.09,0,17,94352
50361,38.0,56000,3,3,3,12000,13.16,0.21,1,14,94358
30009,32.0,68000,3,4,2,14400,10.99,0.21,0,10,94362
29196,27.0,80000,3,0,3,13600,12.42,0.17,0,10,94369
20339,28.0,76000,0,12,0,12000,13.11,0.16,0,8,94369
18767,32.0,65000,0,7,1,9600,8.49,0.15,0,10,94369
18819,23.0,96000,0,1,5,16000,14.79,0.17,0,3,94371
13012,29.0,72000,0,13,3,10000,5.79,0.14,0,7,94371
21970,29.0,72000,0,13,1,10000,10.65,0.14,0,10,94371
24571,29.0,72000,0,11,5,10000,7.9,0.14,0,9,94371
26913,29.0,72000,3,2,0,10000,12.53,0.14,1,9,94371
31030,29.0,72000,0,7,5,10000,7.88,0.14,0,5,94371
32312,29.0,72000,0,13,2,10000,10.95,0.14,0,10,94371
33867,29.0,72000,0,5,3,10000,6.17,0.14,0,7,94371
35643,29.0,72000,0,0,1,10000,6.62,0.14,0,7,94371
41452,29.0,72000,0,10,2,10000,7.49,0.14,0,6,94371
56569,29.0,72000,3,2,3,10000,10.25,0.14,0,9,94371
18634,24.0,92004,3,8,1,16000,7.49,0.18,0,4,94374
3741,26.0,80000,0,6,1,9600,5.79,0.12,0,3,94375
8110,26.0,80000,0,10,0,9600,7.51,0.12,0,4,94375
38579,26.0,80000,0,3,2,9600,6.99,0.12,0,4,94375
27396,24.0,87000,3,3,1,10000,7.29,0.11,0,2,94376
27558,26.0,78000,3,6,0,7000,12.54,0.09,1,3,94378
53068,26.0,78000,0,2,2,7000,11.14,0.09,0,4,94378
27398,28.0,72000,3,5,3,6400,10.37,0.09,0,9,94378
28999,28.0,71000,2,4,4,5000,6.76,0.07,0,8,94380
42277,25.0,80000,3,9,2,5600,10.59,0.07,0,4,94381
39577,34.0,57000,0,11,1,2500,11.72,0.04,0,6,94383
53206,46.0,60000,3,18,4,16000,14.09,0.27,0,12,94389
46291,22.0,89004,0,3,4,3500,15.31,0.04,0,2,94391
42341,37.0,54500,3,11,1,6400,14.65,0.12,0,11,94395
38595,23.0,103000,0,7,1,24000,10.99,0.23,0,3,94414
23785,27.0,75000,0,4,3,6800,6.54,0.09,0,8,94428
32525,30.0,75000,3,2,2,18000,12.73,0.24,0,6,94460
3914,38.0,55000,0,16,3,10000,6.03,0.18,0,15,94462
16546,38.0,55000,0,1,0,10000,12.73,0.18,0,16,94462
38732,38.0,55000,2,8,5,10000,15.96,0.18,0,14,94462
57405,38.0,55000,0,16,4,10000,6.03,0.18,0,17,94462
45285,28.0,80000,3,1,3,17500,11.49,0.23,0,8,94463
52696,31.0,70000,0,2,4,14000,7.88,0.21,0,6,94463
2718,25.0,90000,0,9,5,18000,12.42,0.2,0,3,94466
35953,25.0,90000,3,9,2,18000,9.91,0.2,0,4,94466
37999,25.0,90000,0,9,0,18000,6.03,0.2,0,3,94466
46285,25.0,90000,3,9,0,18000,12.53,0.2,0,3,94466
3710,26.0,85000,0,10,0,16000,8.9,0.19,0,3,94467
5462,26.0,85000,3,2,5,16000,6.17,0.19,0,3,94467
12915,26.0,85000,0,1,4,16000,10.59,0.19,0,3,94467
17671,26.0,85000,0,4,2,16000,7.51,0.19,0,3,94467
57299,21.0,110000,3,1,5,21000,14.09,0.19,0,2,94470
4095,26.0,80000,0,3,2,9500,6.76,0.12,0,4,94475
1502,29.0,70000,0,3,5,7000,7.88,0.1,0,8,94476
6458,29.0,70000,0,13,0,7000,8.9,0.1,0,9,94476
6589,29.0,70000,0,13,4,7000,7.51,0.1,0,6,94476
26906,29.0,70000,0,1,2,7000,8.94,0.1,0,9,94476
27116,29.0,70000,0,13,3,7000,7.88,0.1,0,9,94476
14541,22.0,95000,3,2,1,10000,11.89,0.11,0,4,94478
15606,22.0,95000,3,2,1,10000,11.71,0.11,0,2,94478
19655,22.0,95000,0,6,1,10000,7.9,0.11,0,4,94478
31162,22.0,95000,3,4,1,10000,11.99,0.11,0,4,94478
45386,22.0,95000,3,4,0,10000,11.99,0.11,0,4,94478
7132,23.0,90000,0,7,4,9000,10.65,0.1,0,4,94478
56388,23.0,90000,3,3,5,9000,7.9,0.1,0,3,94478
20086,39.0,50000,0,2,2,3000,6.76,0.06,0,11,94479
36355,39.0,50000,3,3,2,3000,8.49,0.06,0,15,94479
42791,22.0,95004,0,4,1,10000,7.51,0.11,0,2,94482
646,28.0,70000,0,12,1,3500,6.62,0.05,0,7,94483
3703,28.0,70000,0,2,4,3500,15.23,0.05,1,7,94483
10885,28.0,70000,0,12,2,3500,5.42,0.05,0,8,94483
48562,43.0,62496,3,3,1,13000,10.99,0.21,0,14,94483
18367,22.0,90000,0,6,1,4500,10.65,0.05,0,3,94485
56433,25.0,78000,0,9,2,3000,6.39,0.04,0,2,94486
25147,26.0,75000,3,10,2,3000,5.99,0.04,0,4,94486
39490,26.0,75000,0,10,5,3000,7.49,0.04,0,2,94486
42776,26.0,75000,3,0,1,3000,6.17,0.04,0,4,94486
48503,30.0,65004,0,4,5,3000,13.23,0.05,0,10,94490
11998,24.0,80000,0,2,4,1500,7.51,0.02,0,2,94491
57128,26.0,85800,2,10,4,17000,13.79,0.2,0,3,94506
5222,23.0,85000,3,5,5,3200,6.99,0.04,0,3,94537
14925,29.0,67500,3,2,1,3300,9.25,0.04,0,9,94558
42514,26.0,92000,3,10,4,25000,17.93,0.26,1,3,94559
55384,28.0,75000,0,5,2,10400,8.49,0.14,0,9,94571
47175,37.0,56004,3,11,1,9000,9.32,0.16,0,15,94572
20266,44.0,58000,3,11,5,7500,12.18,0.13,0,17,94572
23830,30.0,68000,3,4,1,7400,10.99,0.11,0,7,94574
32185,29.0,73524,0,11,0,12000,11.36,0.16,0,6,94578
45071,24.0,82000,0,8,2,3800,7.66,0.04,0,2,94585
2445,29.0,68004,0,5,1,4000,6.76,0.06,0,8,94587
6533,24.0,83004,0,7,5,5000,6.76,0.06,0,3,94588
12597,24.0,83004,0,8,5,5000,6.76,0.06,0,3,94588
37032,26.0,75852,0,0,0,4000,9.32,0.05,0,4,94591
58065,26.0,75852,0,0,0,4000,9.25,0.05,0,3,94591
24252,25.0,80500,0,3,0,6000,9.63,0.07,0,2,94606
55034,23.0,91000,2,7,1,10000,8.59,0.11,0,3,94627
34210,43.0,62000,0,3,5,12000,6.62,0.19,0,17,94630
57241,36.0,57600,2,11,1,9000,7.49,0.16,0,11,94646
35288,28.0,78000,0,6,5,14500,5.42,0.19,0,6,94666
49645,23.0,98004,2,8,5,18000,7.51,0.19,0,4,94674
8163,36.0,54000,3,20,2,2500,6.17,0.05,0,11,94682
13816,23.0,103250,0,7,1,24000,13.11,0.23,1,4,94702
43240,27.0,84996,0,3,4,20000,13.92,0.24,0,9,94706
16950,27.0,85000,3,1,5,20000,12.69,0.24,0,6,94712
26018,27.0,85000,0,3,3,20000,10.36,0.24,0,9,94712
36282,27.0,85000,3,3,2,20000,10.25,0.24,0,10,94712
52466,27.0,85000,0,0,0,20000,11.36,0.24,0,7,94712
34435,33.0,68340,3,0,0,18000,14.35,0.26,0,10,94717
18953,37.0,55000,3,4,4,7000,6.54,0.13,0,13,94719
40849,28.0,75000,0,5,4,10250,7.88,0.14,0,10,94722
21076,27.0,72400,0,4,4,3000,7.9,0.04,0,6,94725
7334,31.0,65000,3,0,4,6000,10.0,0.09,0,6,94726
13755,31.0,65000,0,5,5,6000,7.51,0.09,0,5,94726
21132,27.0,75000,3,0,2,6500,8.9,0.09,0,6,94728
27942,26.0,77500,3,2,1,6000,14.65,0.08,1,4,94730
2066,35.0,55000,0,18,5,1500,13.43,0.03,0,7,94736
6331,47.0,52000,3,1,4,3000,14.35,0.06,1,16,94753
29921,35.0,60000,3,4,2,10200,13.92,0.17,1,9,94765
41275,30.0,72000,0,1,4,13200,12.99,0.18,1,5,94766
18123,23.0,92000,2,7,5,11000,11.14,0.12,0,3,94776
675,28.0,72000,0,6,0,6000,5.42,0.08,0,6,94778
14294,28.0,72000,0,12,2,6000,7.88,0.08,0,8,94778
15822,28.0,72000,0,5,4,6000,11.99,0.08,0,8,94778
23042,28.0,72000,0,6,0,6000,9.91,0.08,0,5,94778
28796,28.0,72000,0,7,2,6000,11.49,0.08,0,6,94778
33250,28.0,72000,3,4,4,6000,11.99,0.08,0,10,94778
44969,28.0,72000,0,12,4,6000,7.14,0.08,0,7,94778
49556,28.0,72000,0,12,2,6000,10.99,0.08,0,9,94778
11124,24.0,85000,3,3,4,7200,10.99,0.08,0,4,94780
43738,24.0,85000,3,7,2,7200,11.71,0.08,0,4,94780
52184,24.0,85000,0,8,0,7200,9.88,0.08,0,2,94780
27102,27.0,72000,2,4,2,2400,12.69,0.03,0,5,94787
17777,47.0,60000,3,5,5,18000,10.99,0.3,0,16,94788
17814,41.0,70000,3,12,4,20000,11.83,0.29,0,14,94789
51470,42.0,60000,0,6,0,6000,9.62,0.1,0,14,94793
55210,42.0,60000,2,2,5,6000,7.14,0.1,0,12,94793
56984,42.0,60000,3,23,0,6000,7.37,0.1,0,13,94793
39316,31.0,66352,0,15,1,8000,9.63,0.12,0,9,94818
28630,23.0,95000,0,7,1,14400,10.65,0.15,0,3,94822
11060,27.0,75000,3,2,4,6400,9.63,0.09,0,7,94828
44941,27.0,75000,3,7,1,6400,13.47,0.09,1,8,94828
33107,37.0,53000,3,4,5,3200,14.61,0.06,0,14,94829
39165,32.0,67300,0,3,5,12800,7.51,0.18,0,7,94844
58530,24.0,90730,0,7,2,14000,7.29,0.16,0,2,94848
51608,32.0,63360,0,3,5,6500,7.14,0.11,0,5,94850
34223,28.0,78500,0,3,1,15000,13.85,0.19,1,7,94866
7486,32.0,64000,0,3,5,7500,10.08,0.12,0,9,94872
41065,27.0,74000,0,1,3,5000,6.76,0.07,0,7,94881
14232,43.0,61000,3,2,5,10000,9.88,0.16,0,17,94911
27549,23.0,93000,3,1,0,12000,7.9,0.13,0,2,94925
33725,23.0,93000,3,5,5,12000,14.96,0.13,1,4,94925
10021,30.0,64000,0,14,4,1050,11.91,0.02,1,5,94940
22008,34.0,70000,3,5,5,24000,13.06,0.35,0,8,94947
4581,32.0,75000,0,12,3,25000,11.12,0.33,0,5,94949
19391,32.0,75000,0,13,3,25000,13.49,0.33,0,10,94949
29661,26.0,100000,2,1,5,35000,7.9,0.4,0,4,94951
18574,25.0,104000,0,4,2,35000,11.41,0.34,0,3,94953
14191,30.0,80000,0,3,2,25000,16.89,0.31,0,9,94953
26358,37.0,60000,0,7,4,16000,7.9,0.27,0,14,94953
55359,37.0,60000,3,0,1,16000,13.98,0.25,1,14,94953
51217,28.0,85000,0,6,3,24000,7.49,0.28,0,7,94957
1922,36.0,60000,0,5,4,13000,6.91,0.22,0,15,94959
34505,36.0,60000,0,6,2,13000,7.51,0.22,0,17,94959
41711,25.0,96000,0,7,4,25000,15.33,0.26,0,3,94960
17805,24.0,100000,3,5,4,25000,15.2,0.25,0,2,94962
47301,24.0,100000,0,5,0,25000,10.99,0.25,0,2,94962
50577,24.0,100000,0,8,0,25000,9.91,0.25,0,2,94962
54889,24.0,100000,3,3,1,25000,9.91,0.25,0,2,94962
4045,23.0,99996,0,7,1,20000,16.32,0.2,1,4,94963
1746,30.0,69996,0,14,4,10000,11.11,0.14,0,7,94964
12933,25.0,92000,0,9,5,20000,12.42,0.22,0,3,94965
10369,35.0,60000,3,1,0,10000,10.25,0.17,0,8,94965
31692,35.0,60000,0,6,5,10000,12.21,0.17,0,5,94965
45305,35.0,60000,0,10,2,10000,9.88,0.17,0,10,94965
27091,23.0,100000,3,1,4,20000,13.57,0.2,0,3,94967
30449,23.0,100000,0,5,1,20000,11.83,0.2,0,4,94967
39450,23.0,100000,0,7,1,20000,9.88,0.2,0,3,94967
45046,23.0,100000,0,7,1,20000,15.95,0.2,1,4,94967
54370,23.0,100000,0,7,1,20000,10.59,0.2,0,2,94967
2290,30.0,70000,0,0,0,10000,7.29,0.14,0,6,94970
15765,30.0,70000,3,14,0,10000,10.65,0.14,0,9,94970
23536,30.0,70000,3,5,5,10000,12.42,0.14,0,8,94970
25902,30.0,70000,3,1,3,10000,14.65,0.14,0,5,94970
31070,30.0,70000,0,0,3,10000,6.99,0.14,0,10,94970
34973,30.0,70000,3,5,1,10000,11.26,0.14,0,9,94970
35481,30.0,70000,3,0,3,10000,9.99,0.14,0,5,94970
35867,30.0,70000,0,2,4,10000,7.88,0.14,0,7,94970
48854,30.0,70000,2,0,2,10000,8.94,0.14,0,7,94970
49207,30.0,70000,0,13,2,10000,7.88,0.14,0,10,94970
52936,30.0,70000,0,5,2,10000,11.99,0.14,0,6,94970
57905,30.0,70000,0,1,3,10000,6.03,0.14,0,6,94970
57959,30.0,70000,3,0,0,10000,9.45,0.14,0,9,94970
58091,30.0,70000,0,2,4,10000,6.54,0.14,0,5,94970
402,28.0,75000,3,13,0,10000,6.92,0.13,0,8,94972
4607,28.0,75000,3,7,0,10000,7.9,0.13,0,5,94972
4790,28.0,75000,3,5,3,10000,7.88,0.13,0,7,94972
11398,28.0,75000,3,7,2,10000,10.65,0.13,0,8,94972
16719,28.0,75000,3,5,2,10000,10.99,0.13,0,8,94972
18875,28.0,75000,3,5,2,10000,7.51,0.13,0,8,94972
22269,28.0,75000,0,2,3,10000,12.21,0.13,0,9,94972
23701,28.0,75000,0,12,3,10000,6.03,0.13,0,7,94972
27533,28.0,75000,0,8,1,10000,7.51,0.13,0,10,94972
29400,28.0,75000,3,4,2,10000,13.47,0.13,1,9,94972
37479,28.0,75000,3,0,5,10000,9.32,0.13,0,7,94972
39546,28.0,75000,3,3,5,10000,10.74,0.13,0,6,94972
42398,28.0,75000,0,12,4,10000,6.62,0.13,0,8,94972
42457,28.0,75000,3,3,0,10000,10.37,0.13,0,6,94972
43402,28.0,75000,3,2,4,10000,11.49,0.13,0,9,94972
44465,28.0,75000,3,7,2,10000,11.14,0.13,0,7,94972
54629,28.0,75000,0,7,0,10000,7.9,0.13,0,8,94972
55041,28.0,75000,0,4,0,10000,14.27,0.13,0,8,94972
55270,28.0,75000,0,5,4,10000,12.21,0.13,0,5,94972
58154,28.0,75000,0,7,5,10000,7.29,0.13,0,8,94972
16579,34.0,60000,0,3,3,7000,6.54,0.12,0,8,94972
33797,34.0,60000,3,7,1,7000,8.49,0.12,0,6,94972
1332,22.0,100000,0,6,1,15000,6.17,0.15,0,2,94973
42771,22.0,100000,3,2,1,15000,11.86,0.15,0,2,94973
46449,22.0,100000,0,6,5,15000,13.85,0.15,1,2,94973
48466,22.0,100000,0,2,3,15000,10.62,0.15,0,3,94973
28477,24.0,90000,3,1,3,13000,7.51,0.14,0,2,94973
42074,24.0,90000,3,0,3,13000,8.94,0.14,0,4,94973
46615,24.0,90000,3,0,5,13000,10.59,0.14,0,3,94973
3497,25.0,84000,0,9,0,10000,7.51,0.12,0,2,94975
41237,25.0,84000,0,9,5,10000,11.99,0.12,0,4,94975
41292,25.0,84000,3,0,0,10000,7.66,0.12,0,3,94975
14562,26.0,80000,0,2,0,9000,12.21,0.11,0,2,94975
24161,26.0,80000,0,2,4,9000,9.63,0.11,0,2,94975
28791,26.0,80000,3,2,5,9000,11.14,0.11,0,4,94975
43202,26.0,80000,3,2,4,9000,8.0,0.11,0,4,94975
47330,26.0,80000,2,1,5,9000,14.65,0.11,0,3,94975
55729,26.0,80000,0,10,4,9000,12.42,0.11,0,4,94975
35753,30.0,68000,0,14,1,7000,6.62,0.1,0,5,94975
51227,24.0,87500,0,8,1,10000,7.49,0.11,0,3,94976
38105,29.0,70000,0,3,1,6500,6.03,0.09,0,10,94977
20299,36.0,55000,0,19,0,4000,7.9,0.07,0,11,94977
53475,36.0,55000,0,3,4,4000,10.59,0.07,0,17,94977
37863,23.0,90000,3,5,1,8500,10.62,0.09,0,4,94979
30107,28.0,69996,3,0,2,3000,6.17,0.04,0,8,94979
15404,33.0,60000,0,12,5,4000,12.29,0.07,1,9,94979
18058,33.0,60000,0,0,0,4000,7.88,0.07,0,8,94979
45052,33.0,60000,3,2,2,4000,10.99,0.07,0,10,94979
26519,39.0,50000,3,0,0,2500,7.29,0.05,0,16,94981
4019,25.0,80000,3,0,3,5000,7.74,0.06,0,3,94982
11372,25.0,80000,3,7,3,5000,7.9,0.06,0,3,94982
13552,25.0,80000,0,1,5,5000,11.26,0.06,0,4,94982
16836,25.0,80000,0,4,4,5000,11.99,0.06,0,2,94982
